CMDLINE c:\users\marcob\appdata\local\continuum\anaconda3\envs\drlnd\python.exe train_pixels.py
MEM 362.636719 1581083034.0517
MEM 381.402344 1581083034.1586
MEM 368.203125 1581083034.2596
MEM 361.304688 1581083034.3596
MEM 379.125000 1581083034.4605
MEM 383.304688 1581083034.5615
MEM 363.929688 1581083034.6624
MEM 372.093750 1581083034.7633
MEM 384.785156 1581083034.8638
MEM 363.031250 1581083034.9645
MEM 377.136719 1581083035.0652
MEM 384.277344 1581083035.1662
MEM 363.035156 1581083035.2662
MEM 368.007812 1581083035.3672
MEM 376.796875 1581083035.4677
MEM 366.187500 1581083035.5684
MEM 366.187500 1581083035.6692
MEM 387.402344 1581083035.7692
MEM 372.535156 1581083035.8693
MEM 365.636719 1581083035.9702
MEM 388.242188 1581083036.0703
MEM 374.480469 1581083036.1707
MEM 367.582031 1581083036.2714
MEM 380.160156 1581083036.3722
MEM 373.398438 1581083036.4732
MEM 366.500000 1581083036.5732
MEM 377.144531 1581083036.6743
MEM 367.585938 1581083036.7752
MEM 367.585938 1581083036.8752
MEM 380.781250 1581083036.9762
MEM 369.335938 1581083037.0772
MEM 369.335938 1581083037.1782
MEM 389.171875 1581083037.2787
MEM 370.328125 1581083037.3805
MEM 370.328125 1581083037.4822
MEM 390.699219 1581083037.5827
MEM 371.503906 1581083037.6834
MEM 371.503906 1581083037.7838
MEM 391.097656 1581083037.8853
MEM 371.722656 1581083037.9863
MEM 372.742188 1581083038.0883
MEM 391.878906 1581083038.1883
MEM 372.488281 1581083038.2893
MEM 372.488281 1581083038.3893
MEM 392.132812 1581083038.4903
MEM 395.078125 1581083038.5913
MEM 373.136719 1581083038.6922
MEM 385.613281 1581083038.7923
MEM 393.187500 1581083038.8933
MEM 373.785156 1581083038.9942
MEM 389.382812 1581083039.0983
MEM 395.710938 1581083039.1993
MEM 374.863281 1581083039.3012
MEM 394.902344 1581083039.4072
MEM 394.914062 1581083039.5073
MEM 375.511719 1581083039.6082
MEM 383.808594 1581083039.7083
MEM 396.617188 1581083039.8092
MEM 375.945312 1581083039.9092
MEM 398.148438 1581083040.0143
MEM 398.308594 1581083040.1157
MEM 378.421875 1581083040.2165
MEM 378.460938 1581083040.3183
MEM 398.394531 1581083040.4254
MEM 398.406250 1581083040.5263
MEM 379.003906 1581083040.6273
MEM 393.890625 1581083040.7283
MEM 399.398438 1581083040.8303
MEM 386.906250 1581083040.9303
MEM 380.007812 1581083041.0313
MEM 388.070312 1581083041.1323
MEM 387.136719 1581083041.2323
MEM 380.238281 1581083041.3332
MEM 399.863281 1581083041.4363
MEM 403.253906 1581083041.5463
MEM 400.714844 1581083041.6493
MEM 381.312500 1581083041.7532
MEM 381.312500 1581083041.8554
MEM 401.160156 1581083041.9573
MEM 402.640625 1581083042.0582
MEM 381.968750 1581083042.1583
MEM 388.445312 1581083042.2607
MEM 401.519531 1581083042.4413
MEM 403.058594 1581083042.5797
MEM 403.058594 1581083042.6804
MEM 404.339844 1581083042.7874
MEM 382.398438 1581083042.8905
MEM 382.398438 1581083043.0084
MEM 400.585938 1581083043.1239
MEM 404.359375 1581083043.2266
MEM 405.640625 1581083043.3268
MEM 383.699219 1581083043.4276
MEM 388.882812 1581083043.5277
MEM 405.664062 1581083043.6296
MEM 404.394531 1581083043.7296
MEM 391.113281 1581083043.8305
MEM 385.003906 1581083043.9306
MEM 400.105469 1581083044.0307
MEM 404.511719 1581083044.1566
MEM 404.675781 1581083044.2657
MEM 403.773438 1581083044.3666
MEM 385.671875 1581083044.4667
MEM 389.929688 1581083044.5716
MEM 407.820312 1581083044.6766
MEM 407.511719 1581083044.7777
MEM 387.160156 1581083044.8786
MEM 387.160156 1581083044.9796
MEM 408.476562 1581083045.0806
MEM 409.757812 1581083045.1813
MEM 387.816406 1581083045.2821
MEM 402.320312 1581083045.3828
MEM 403.148438 1581083045.4856
MEM 397.121094 1581083045.5866
MEM 388.898438 1581083045.6875
MEM 406.468750 1581083045.7899
MEM 410.843750 1581083045.8906
MEM 390.183594 1581083045.9925
MEM 401.410156 1581083046.0935
MEM 405.285156 1581083046.1936
MEM 390.988281 1581083046.2944
MEM 405.257812 1581083046.3954
MEM 411.628906 1581083046.4958
MEM 390.980469 1581083046.5967
MEM 408.000000 1581083046.6974
MEM 413.582031 1581083046.7993
MEM 392.921875 1581083046.9003
MEM 406.875000 1581083047.0013
MEM 413.285156 1581083047.1023
MEM 392.625000 1581083047.2032
MEM 410.152344 1581083047.3032
MEM 414.378906 1581083047.4052
MEM 393.718750 1581083047.5062
MEM 408.753906 1581083047.6062
MEM 413.355469 1581083047.7071
MEM 395.960938 1581083047.8072
MEM 403.105469 1581083047.9072
MEM 402.785156 1581083048.0082
MEM 395.898438 1581083048.1082
MEM 398.277344 1581083048.2088
MEM 416.019531 1581083048.3096
MEM 407.214844 1581083048.4104
MEM 396.968750 1581083048.5111
MEM 409.242188 1581083048.6118
MEM 418.296875 1581083048.7121
MEM 397.640625 1581083048.8128
MEM 415.425781 1581083048.9135
MEM 415.984375 1581083049.0153
MEM 399.289062 1581083049.1160
MEM 404.593750 1581083049.2167
MEM 419.757812 1581083049.3175
MEM 400.367188 1581083049.4182
MEM 400.367188 1581083049.5189
MEM 411.500000 1581083049.6216
MEM 408.117188 1581083049.7226
MEM 401.218750 1581083049.8235
MEM 420.609375 1581083049.9241
MEM 414.144531 1581083050.0249
MEM 401.125000 1581083050.1256
MEM 401.562500 1581083050.2265
MEM 422.882812 1581083050.3275
MEM 424.164062 1581083050.4275
MEM 402.222656 1581083050.5284
MEM 411.941406 1581083050.6294
MEM 411.148438 1581083050.7303
MEM 403.207031 1581083050.8303
MEM 403.207031 1581083050.9313
MEM 415.796875 1581083051.0323
MEM 423.785156 1581083051.1328
MEM 425.070312 1581083051.2346
MEM 404.394531 1581083051.3354
MEM 404.398438 1581083051.4363
MEM 425.925781 1581083051.5382
MEM 427.183594 1581083051.6383
MEM 405.265625 1581083051.7392
MEM 410.433594 1581083051.8393
MEM 420.343750 1581083051.9403
MEM 413.457031 1581083052.0413
MEM 406.562500 1581083052.1423
MEM 421.421875 1581083052.2433
MEM 425.285156 1581083052.3473
MEM 421.457031 1581083052.4483
MEM 407.371094 1581083052.5483
MEM 423.941406 1581083052.6493
MEM 427.843750 1581083052.7505
MEM 408.589844 1581083052.8512
MEM 417.566406 1581083052.9513
MEM 418.093750 1581083053.0522
MEM 409.433594 1581083053.1522
MEM 411.601562 1581083053.2532
MEM 430.964844 1581083053.3534
MEM 429.707031 1581083053.4534
MEM 410.304688 1581083053.5543
MEM 431.039062 1581083053.6553
MEM 418.062500 1581083053.7563
MEM 411.164062 1581083053.8573
MEM 431.585938 1581083053.9573
MEM 431.425781 1581083054.0573
MEM 412.023438 1581083054.1592
MEM 429.710938 1581083054.2592
MEM 428.132812 1581083054.3606
MEM 412.886719 1581083054.4613
MEM 419.371094 1581083054.5623
MEM 421.687500 1581083054.6623
MEM 413.839844 1581083054.7632
MEM 423.179688 1581083054.8643
MEM 429.433594 1581083054.9663
MEM 414.621094 1581083055.0672
MEM 426.460938 1581083055.1673
MEM 429.234375 1581083055.2677
MEM 415.488281 1581083055.3684
MEM 427.136719 1581083055.4693
MEM 430.781250 1581083055.5693
MEM 416.386719 1581083055.6703
MEM 433.957031 1581083055.7713
MEM 436.648438 1581083055.8713
MEM 417.257812 1581083055.9723
MEM 423.183594 1581083056.0724
MEM 435.027344 1581083056.1733
MEM 439.210938 1581083056.2734
MEM 417.269531 1581083056.3743
MEM 432.371094 1581083056.4744
MEM 437.027344 1581083056.5754
MEM 418.496094 1581083056.6763
MEM 418.496094 1581083056.7763
MEM 440.167969 1581083056.8767
MEM 441.449219 1581083056.9775
MEM 419.507812 1581083057.0783
MEM 434.257812 1581083057.1793
MEM 440.035156 1581083057.2797
MEM 420.148438 1581083057.3804
MEM 420.148438 1581083057.4813
MEM 432.492188 1581083057.5817
MEM 428.472656 1581083057.6829
MEM 421.574219 1581083057.7836
MEM 442.910156 1581083057.8854
MEM 429.468750 1581083057.9854
MEM 422.570312 1581083058.0854
MEM 442.597656 1581083058.1854
MEM 443.726562 1581083058.2857
MEM 424.324219 1581083058.3894
MEM 438.343750 1581083058.4899
MEM 438.960938 1581083058.5906
MEM 424.453125 1581083058.6914
MEM 429.898438 1581083058.7914
MEM 447.203125 1581083058.8914
MEM 426.542969 1581083058.9924
MEM 426.542969 1581083059.0934
MEM 439.023438 1581083059.1934
MEM 427.054688 1581083059.2939
MEM 427.054688 1581083059.3948
MEM 447.816406 1581083059.4955
MEM 448.152344 1581083059.5964
MEM 427.492188 1581083059.6973
MEM 438.843750 1581083059.7974
MEM 442.699219 1581083059.8983
MEM 428.980469 1581083059.9989
MEM 428.980469 1581083060.0996
MEM 440.484375 1581083060.2019
MEM 435.964844 1581083060.3036
MEM 429.066406 1581083060.4039
MEM 441.578125 1581083060.5048
MEM 451.261719 1581083060.6056
MEM 430.601562 1581083060.7063
MEM 442.023438 1581083060.8073
MEM 451.601562 1581083060.9073
MEM 430.945312 1581083061.0083
MEM 430.945312 1581083061.1093
MEM 453.140625 1581083061.2094
MEM 454.476562 1581083061.3103
MEM 433.804688 1581083061.4106
MEM 450.171875 1581083061.5123
MEM 442.960938 1581083061.6138
MEM 432.847656 1581083061.7143
MEM 437.128906 1581083061.8153
MEM 453.910156 1581083061.9164
MEM 435.453125 1581083062.0172
MEM 435.453125 1581083062.1183
MEM 456.757812 1581083062.2192
MEM 449.644531 1581083062.3193
MEM 436.097656 1581083062.4202
MEM 445.707031 1581083062.5213
MEM 457.199219 1581083062.6223
MEM 436.527344 1581083062.7232
MEM 448.996094 1581083062.8233
MEM 448.652344 1581083062.9255
MEM 457.007812 1581083063.0263
MEM 436.511719 1581083063.1393
MEM 436.511719 1581083063.2532
MEM 439.511719 1581083063.3533
MEM 457.839844 1581083063.4553
MEM 459.992188 1581083063.5567
MEM 461.273438 1581083063.6584
MEM 439.332031 1581083063.7594
MEM 443.214844 1581083063.8604
MEM 458.070312 1581083063.9694
MEM 451.675781 1581083064.0803
MEM 459.355469 1581083064.1855
MEM 459.355469 1581083064.2893
MEM 460.625000 1581083064.3923
MEM 458.085938 1581083064.5073
MEM 445.582031 1581083064.6253
MEM 438.683594 1581083064.7264
MEM 444.730469 1581083064.8283
MEM 459.695312 1581083064.9294
MEM 459.695312 1581083065.0303
MEM 439.035156 1581083065.1312
MEM 457.281250 1581083065.2323
MEM 458.105469 1581083065.3373
MEM 459.296875 1581083065.4383
MEM 439.894531 1581083065.5393
MEM 453.597656 1581083065.6393
MEM 457.179688 1581083065.7393
MEM 441.968750 1581083065.8402
MEM 442.617188 1581083065.9402
MEM 453.781250 1581083066.0402
MEM 449.179688 1581083066.1414
MEM 442.281250 1581083066.2422
MEM 464.902344 1581083066.3423
MEM 463.644531 1581083066.4423
MEM 443.148438 1581083066.5432
MEM 453.707031 1581083066.6433
MEM 464.910156 1581083066.7433
MEM 444.238281 1581083066.8443
MEM 460.257812 1581083066.9443
MEM 462.406250 1581083067.0453
MEM 443.816406 1581083067.1453
MEM 443.816406 1581083067.2486
MEM 466.394531 1581083067.3624
MEM 463.539062 1581083067.4674
MEM 466.964844 1581083067.5686
MEM 447.562500 1581083067.6704
MEM 454.968750 1581083067.7713
MEM 468.386719 1581083067.8724
MEM 469.988281 1581083067.9728
MEM 448.046875 1581083068.0735
MEM 454.386719 1581083068.1741
MEM 459.410156 1581083068.2815
MEM 466.449219 1581083068.3835
MEM 447.046875 1581083068.4856
MEM 448.996094 1581083068.5865
MEM 464.035156 1581083068.6875
MEM 456.097656 1581083068.7880
MEM 449.199219 1581083068.8887
MEM 453.902344 1581083068.9895
MEM 460.742188 1581083069.0895
MEM 449.226562 1581083069.1905
MEM 449.226562 1581083069.2914
MEM 472.183594 1581083069.3914
MEM 458.425781 1581083069.4924
MEM 450.433594 1581083069.5924
MEM 470.699219 1581083069.6933
MEM 458.207031 1581083069.7934
MEM 451.308594 1581083069.8938
MEM 472.078125 1581083069.9943
MEM 466.031250 1581083070.0953
MEM 452.691406 1581083070.1960
MEM 474.589844 1581083070.2968
MEM 460.289062 1581083070.3975
MEM 453.398438 1581083070.4983
MEM 475.656250 1581083070.5993
MEM 461.898438 1581083070.7003
MEM 455.000000 1581083070.8003
MEM 469.800781 1581083070.9013
MEM 464.167969 1581083071.0022
MEM 457.269531 1581083071.1022
MEM 470.199219 1581083071.2042
MEM 457.589844 1581083071.3044
MEM 457.589844 1581083071.4052
MEM 476.652344 1581083071.5053
MEM 457.796875 1581083071.6063
MEM 458.558594 1581083071.7072
MEM 480.878906 1581083071.8072
MEM 460.394531 1581083071.9072
MEM 460.421875 1581083072.0082
MEM 480.914062 1581083072.1087
MEM 460.675781 1581083072.2102
MEM 461.757812 1581083072.3109
MEM 482.421875 1581083072.4117
MEM 460.671875 1581083072.5119
MEM 463.535156 1581083072.6126
MEM 485.023438 1581083072.7134
MEM 463.269531 1581083072.8138
MEM 468.019531 1581083072.9144
MEM 474.359375 1581083073.0164
MEM 462.398438 1581083073.1173
MEM 469.742188 1581083073.2183
MEM 476.480469 1581083073.3193
MEM 463.917969 1581083073.4193
MEM 470.609375 1581083073.5193
MEM 472.105469 1581083073.6203
MEM 464.125000 1581083073.7213
MEM 469.800781 1581083073.8213
MEM 473.949219 1581083073.9223
MEM 465.648438 1581083074.0223
MEM 471.468750 1581083074.1233
MEM 473.835938 1581083074.2252
MEM 464.777344 1581083074.3252
MEM 473.203125 1581083074.4262
MEM 474.687500 1581083074.5262
MEM 465.878906 1581083074.6272
MEM 474.589844 1581083074.7273
MEM 481.175781 1581083074.8282
MEM 466.859375 1581083074.9302
MEM 483.195312 1581083075.0302
MEM 487.441406 1581083075.1303
MEM 468.050781 1581083075.2306
MEM 479.265625 1581083075.3313
MEM 488.312500 1581083075.4323
MEM 468.921875 1581083075.5332
MEM 482.523438 1581083075.6338
MEM 490.832031 1581083075.7343
MEM 470.207031 1581083075.8351
MEM 486.703125 1581083075.9358
MEM 491.660156 1581083076.0365
MEM 471.000000 1581083076.1373
MEM 485.453125 1581083076.2383
MEM 492.820312 1581083076.3393
MEM 472.195312 1581083076.4403
MEM 480.632812 1581083076.5412
MEM 494.996094 1581083076.6413
MEM 473.054688 1581083076.7423
MEM 490.347656 1581083076.8533
MEM 494.589844 1581083076.9833
MEM 473.929688 1581083077.0833
MEM 473.929688 1581083077.1837
MEM 480.910156 1581083077.2843
MEM 483.062500 1581083077.3855
MEM 474.789062 1581083077.4862
MEM 480.964844 1581083077.5862
MEM 483.406250 1581083077.6862
MEM 475.644531 1581083077.7863
MEM 485.992188 1581083077.8873
MEM 490.703125 1581083077.9875
MEM 476.507812 1581083078.0875
MEM 490.113281 1581083078.1882
MEM 498.031250 1581083078.2882
MEM 477.371094 1581083078.3883
MEM 489.246094 1581083078.4887
MEM 495.035156 1581083078.5905
MEM 478.230469 1581083078.6913
MEM 483.851562 1581083078.7917
MEM 487.664062 1581083078.8934
MEM 479.175781 1581083078.9937
MEM 487.625000 1581083079.0944
MEM 492.988281 1581083079.1954
MEM 480.054688 1581083079.2964
MEM 495.031250 1581083079.3973
MEM 501.480469 1581083079.4974
MEM 480.914062 1581083079.5983
MEM 495.058594 1581083079.6993
MEM 503.714844 1581083079.7994
MEM 481.777344 1581083079.9003
MEM 497.035156 1581083080.0003
MEM 502.035156 1581083080.1014
MEM 482.671875 1581083080.2023
MEM 504.011719 1581083080.3033
MEM 491.515625 1581083080.4034
MEM 483.523438 1581083080.5038
MEM 503.441406 1581083080.6043
MEM 491.296875 1581083080.7053
MEM 484.398438 1581083080.8062
MEM 501.558594 1581083080.9072
MEM 484.414062 1581083081.0073
MEM 484.414062 1581083081.1082
MEM 505.628906 1581083081.2087
MEM 485.636719 1581083081.3094
MEM 492.113281 1581083081.4101
MEM 500.195312 1581083081.5116
MEM 486.640625 1581083081.6134
MEM 503.050781 1581083081.7141
MEM 506.695312 1581083081.8149
MEM 487.304688 1581083081.9156
MEM 505.851562 1581083082.0164
MEM 509.160156 1581083082.1165
MEM 488.500000 1581083082.2174
MEM 505.726562 1581083082.3184
MEM 509.804688 1581083082.4186
MEM 489.148438 1581083082.5194
MEM 497.574219 1581083082.6203
MEM 505.734375 1581083082.7204
MEM 491.089844 1581083082.8215
MEM 507.632812 1581083082.9223
MEM 511.613281 1581083083.0243
MEM 491.097656 1581083083.1253
MEM 503.515625 1581083083.2253
MEM 509.796875 1581083083.3273
MEM 492.582031 1581083083.4282
MEM 501.703125 1581083083.5282
MEM 510.031250 1581083083.6292
MEM 493.582031 1581083083.7302
MEM 508.847656 1581083083.8312
MEM 515.980469 1581083083.9315
MEM 495.320312 1581083084.0320
MEM 508.992188 1581083084.1327
MEM 514.855469 1581083084.2336
MEM 495.453125 1581083084.3344
MEM 516.929688 1581083084.4353
MEM 504.441406 1581083084.5353
MEM 497.542969 1581083084.6363
MEM 518.164062 1581083084.7382
MEM 504.953125 1581083084.8387
MEM 498.054688 1581083084.9395
MEM 506.230469 1581083085.0403
MEM 498.488281 1581083085.1413
MEM 498.488281 1581083085.2418
MEM 511.042969 1581083085.3436
MEM 498.835938 1581083085.4443
MEM 499.914062 1581083085.5453
MEM 520.277344 1581083085.6463
MEM 499.695312 1581083085.7463
MEM 503.582031 1581083085.8473
MEM 520.519531 1581083085.9483
MEM 501.796875 1581083086.0492
MEM 512.820312 1581083086.1492
MEM 520.925781 1581083086.2493
MEM 502.093750 1581083086.3502
MEM 518.984375 1581083086.4502
MEM 523.910156 1581083086.5502
MEM 502.964844 1581083086.6512
MEM 516.429688 1581083086.7522
MEM 525.699219 1581083086.8531
MEM 503.757812 1581083086.9532
MEM 524.855469 1581083087.0552
MEM 511.972656 1581083087.1558
MEM 505.074219 1581083087.2566
MEM 528.746094 1581083087.3573
MEM 512.832031 1581083087.4573
MEM 505.933594 1581083087.5582
MEM 524.894531 1581083087.6583
MEM 505.507812 1581083087.7592
MEM 511.414062 1581083087.8602
MEM 515.285156 1581083087.9605
MEM 507.335938 1581083088.0612
MEM 516.976562 1581083088.1612
MEM 527.566406 1581083088.2622
MEM 509.855469 1581083088.3622
MEM 519.859375 1581083088.4632
MEM 532.105469 1581083088.5633
MEM 510.355469 1581083088.6642
MEM 524.164062 1581083088.7643
MEM 530.648438 1581083088.8643
MEM 509.976562 1581083088.9652
MEM 523.988281 1581083089.0662
MEM 532.437500 1581083089.1662
MEM 513.035156 1581083089.2663
MEM 534.410156 1581083089.3673
MEM 520.687500 1581083089.4686
MEM 513.789062 1581083089.5693
MEM 534.023438 1581083089.6700
MEM 513.363281 1581083089.7707
MEM 527.363281 1581083089.8715
MEM 534.894531 1581083089.9716
MEM 514.222656 1581083090.0719
MEM 535.097656 1581083090.1722
MEM 514.437500 1581083090.2729
MEM 516.386719 1581083090.3736
MEM 522.402344 1581083090.4743
MEM 515.515625 1581083090.5751
MEM 530.382812 1581083090.6758
MEM 536.402344 1581083090.7761
MEM 515.730469 1581083090.8768
MEM 532.898438 1581083090.9775
MEM 525.082031 1581083091.0783
MEM 518.238281 1581083091.1790
MEM 529.289062 1581083091.2791
MEM 517.589844 1581083091.3794
MEM 519.750000 1581083091.4802
MEM 539.128906 1581083091.5804
MEM 518.468750 1581083091.6811
MEM 531.507812 1581083091.7819
MEM 540.652344 1581083091.8826
MEM 520.101562 1581083091.9829
MEM 534.988281 1581083092.0832
MEM 541.152344 1581083092.1839
MEM 520.316406 1581083092.2841
MEM 541.148438 1581083092.3844
MEM 528.656250 1581083092.4851
MEM 521.757812 1581083092.5858
MEM 537.652344 1581083092.6866
MEM 522.750000 1581083092.7873
MEM 527.042969 1581083092.8880
MEM 531.949219 1581083092.9888
MEM 523.593750 1581083093.0895
MEM 535.984375 1581083093.1902
MEM 545.007812 1581083093.2910
MEM 524.351562 1581083093.3912
MEM 537.632812 1581083093.4920
MEM 532.531250 1581083093.5923
MEM 525.632812 1581083093.6930
MEM 535.929688 1581083093.7938
MEM 527.171875 1581083093.8955
MEM 529.550781 1581083093.9957
MEM 535.136719 1581083094.0960
MEM 528.253906 1581083094.1963
MEM 542.531250 1581083094.2970
MEM 549.761719 1581083094.3977
MEM 529.101562 1581083094.4985
MEM 542.710938 1581083094.5992
MEM 537.000000 1581083094.6999
MEM 530.101562 1581083094.8006
MEM 538.976562 1581083094.9014
MEM 530.964844 1581083095.0021
MEM 532.179688 1581083095.1024
MEM 546.589844 1581083095.2031
MEM 533.039062 1581083095.3034
MEM 548.937500 1581083095.4041
MEM 553.488281 1581083095.5045
MEM 532.847656 1581083095.6046
MEM 543.867188 1581083095.7049
MEM 553.113281 1581083095.8052
MEM 533.710938 1581083095.9054
MEM 556.316406 1581083096.0061
MEM 541.468750 1581083096.1069
MEM 534.562500 1581083096.2076
MEM 555.054688 1581083096.3083
MEM 535.664062 1581083096.4091
MEM 538.718750 1581083096.5093
MEM 544.789062 1581083096.6096
MEM 536.527344 1581083096.7103
MEM 547.324219 1581083096.8106
MEM 557.835938 1581083096.9113
MEM 537.171875 1581083097.0121
MEM 549.488281 1581083097.1128
MEM 557.664062 1581083097.2135
MEM 538.257812 1581083097.3138
MEM 559.792969 1581083097.4140
MEM 546.042969 1581083097.5148
MEM 539.136719 1581083097.6155
MEM 553.378906 1581083097.7162
MEM 546.054688 1581083097.8170
MEM 539.156250 1581083097.9177
MEM 555.707031 1581083098.0184
MEM 540.882812 1581083098.1191
MEM 544.339844 1581083098.2199
MEM 560.496094 1581083098.3206
MEM 541.105469 1581083098.4213
MEM 541.105469 1581083098.5221
MEM 562.292969 1581083098.6228
MEM 543.269531 1581083098.7235
MEM 543.269531 1581083098.8243
MEM 552.933594 1581083098.9265
MEM 550.652344 1581083099.0283
MEM 543.753906 1581083099.1290
MEM 556.578125 1581083099.2307
MEM 555.199219 1581083099.3315
MEM 544.710938 1581083099.4322
MEM 552.261719 1581083099.5329
MEM 560.328125 1581083099.6335
MEM 545.800781 1581083099.7337
MEM 557.878906 1581083099.8345
MEM 555.566406 1581083099.9350
MEM 546.660156 1581083100.0358
MEM 546.660156 1581083100.1365
MEM 562.218750 1581083100.2373
MEM 568.339844 1581083100.3410
MEM 547.667969 1581083100.4417
MEM 561.273438 1581083100.5420
MEM 568.308594 1581083100.6426
MEM 548.750000 1581083100.7454
MEM 559.199219 1581083100.8461
MEM 556.289062 1581083100.9468
MEM 549.398438 1581083101.0476
MEM 552.851562 1581083101.1483
MEM 570.929688 1581083101.2490
MEM 550.281250 1581083101.3507
MEM 551.601562 1581083101.4515
MEM 570.742188 1581083101.5522
MEM 551.152344 1581083101.6529
MEM 551.152344 1581083101.7537
MEM 569.710938 1581083101.8544
MEM 551.152344 1581083101.9549
MEM 552.023438 1581083102.0556
MEM 566.625000 1581083102.1564
MEM 552.234375 1581083102.2571
MEM 555.039062 1581083102.3578
MEM 569.152344 1581083102.4596
MEM 552.878906 1581083102.5598
MEM 552.878906 1581083102.6601
MEM 570.722656 1581083102.7613
MEM 554.390625 1581083102.8621
MEM 554.390625 1581083102.9623
MEM 576.289062 1581083103.0630
MEM 555.628906 1581083103.1638
MEM 565.062500 1581083103.2645
MEM 576.093750 1581083103.3652
MEM 556.785156 1581083103.4660
MEM 571.062500 1581083103.5667
MEM 578.171875 1581083103.6673
MEM 558.769531 1581083103.7681
MEM 579.218750 1581083103.8688
MEM 558.570312 1581083103.9693
MEM 558.570312 1581083104.0701
MEM 577.273438 1581083104.1708
MEM 559.433594 1581083104.2715
MEM 559.433594 1581083104.3717
MEM 573.867188 1581083104.4720
MEM 559.433594 1581083104.5722
MEM 563.535156 1581083104.6730
MEM 568.496094 1581083104.7737
MEM 561.609375 1581083104.8744
MEM 574.863281 1581083104.9752
MEM 582.050781 1581083105.0756
MEM 561.390625 1581083105.1763
MEM 570.484375 1581083105.2766
MEM 581.230469 1581083105.3773
MEM 561.828125 1581083105.4780
MEM 572.714844 1581083105.5783
MEM 580.207031 1581083105.6795
MEM 564.343750 1581083105.7803
MEM 585.656250 1581083105.8810
MEM 572.191406 1581083105.9817
MEM 565.292969 1581083106.0824
MEM 584.046875 1581083106.1827
MEM 564.660156 1581083106.2828
MEM 571.839844 1581083106.3831
MEM 581.835938 1581083106.4833
MEM 567.136719 1581083106.5841
MEM 578.742188 1581083106.6848
MEM 587.062500 1581083106.7855
MEM 567.730469 1581083106.8863
MEM 587.500000 1581083106.9870
MEM 589.566406 1581083107.0877
MEM 568.921875 1581083107.1884
MEM 587.226562 1581083107.2892
MEM 584.953125 1581083107.3934
MEM 569.996094 1581083107.4951
MEM 569.996094 1581083107.5960
MEM 587.449219 1581083107.6968
MEM 570.859375 1581083107.7975
MEM 570.859375 1581083107.8978
MEM 579.320312 1581083107.9981
MEM 590.246094 1581083108.1034
MEM 577.753906 1581083108.2041
MEM 570.855469 1581083108.3054
MEM 589.613281 1581083108.4061
MEM 594.699219 1581083108.5068
MEM 572.933594 1581083108.6096
MEM 575.089844 1581083108.7103
MEM 594.707031 1581083108.8120
MEM 594.773438 1581083108.9123
MEM 573.019531 1581083109.0130
MEM 573.019531 1581083109.1139
MEM 583.304688 1581083109.2146
MEM 580.363281 1581083109.3153
MEM 573.464844 1581083109.4156
MEM 583.406250 1581083109.5164
MEM 574.546875 1581083109.6171
MEM 574.546875 1581083109.7178
MEM 591.222656 1581083109.8181
MEM 575.195312 1581083109.9190
MEM 575.195312 1581083110.0192
MEM 588.128906 1581083110.1192
MEM 597.582031 1581083110.2200
MEM 575.640625 1581083110.3207
MEM 588.390625 1581083110.4224
MEM 584.980469 1581083110.5233
MEM 578.136719 1581083110.6236
MEM 598.457031 1581083110.7238
MEM 577.800781 1581083110.8245
MEM 577.800781 1581083110.9253
MEM 598.355469 1581083111.0260
MEM 578.964844 1581083111.1267
MEM 585.031250 1581083111.2275
MEM 592.761719 1581083111.3282
MEM 580.496094 1581083111.4289
MEM 592.269531 1581083111.5297
MEM 602.164062 1581083111.6304
MEM 581.503906 1581083111.7311
MEM 591.289062 1581083111.8319
MEM 590.304688 1581083111.9326
MEM 582.667969 1581083112.0333
MEM 605.273438 1581083112.1340
MEM 586.398438 1581083112.2347
MEM 584.671875 1581083112.3355
MEM 603.839844 1581083112.4362
MEM 584.453125 1581083112.5369
MEM 588.488281 1581083112.6377
MEM 597.742188 1581083112.7384
MEM 586.414062 1581083112.8391
MEM 601.628906 1581083112.9399
MEM 605.558594 1581083113.0416
MEM 585.550781 1581083113.1424
MEM 597.199219 1581083113.2426
MEM 608.242188 1581083113.3433
MEM 586.531250 1581083113.4441
MEM 603.082031 1581083113.5448
MEM 608.378906 1581083113.6449
MEM 587.707031 1581083113.7451
MEM 596.914062 1581083113.8454
MEM 608.414062 1581083113.9456
MEM 589.011719 1581083114.0463
MEM 600.207031 1581083114.1471
MEM 610.675781 1581083114.2498
MEM 590.019531 1581083114.3505
MEM 608.703125 1581083114.4513
MEM 611.046875 1581083114.5530
MEM 591.015625 1581083114.6547
MEM 607.496094 1581083114.7555
MEM 612.667969 1581083114.8562
MEM 592.960938 1581083114.9569
MEM 608.640625 1581083115.0572
MEM 613.417969 1581083115.1575
MEM 592.746094 1581083115.2582
MEM 607.886719 1581083115.3590
MEM 601.660156 1581083115.4594
MEM 594.761719 1581083115.5602
MEM 602.226562 1581083115.6609
MEM 594.550781 1581083115.7616
MEM 595.800781 1581083115.8624
MEM 616.070312 1581083115.9626
MEM 595.410156 1581083116.0629
MEM 604.105469 1581083116.1631
MEM 614.800781 1581083116.2634
MEM 595.410156 1581083116.3636
MEM 610.507812 1581083116.4643
MEM 615.886719 1581083116.5651
MEM 596.484375 1581083116.6658
MEM 618.957031 1581083116.7665
MEM 598.296875 1581083116.8673
MEM 598.351562 1581083116.9680
